,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
632,633,20,2,4.442651256490317,9.38429367909962,0,1,3,3,0,3,0,12,2,0,0,1,7,5,32,32,1,0,5,5,1,209.0,3,1,1,4,4,4,0,822,6,0,564,1386,0,4,1,3,7.252053951852814,0,0,7.252053951852814,0,0,2,0,3,1,3,6,4,1,5,0,32.0,0,2,544,3,3,2,192,0,0,0,0,0,0,2,1,0,4,2009,3,1,11.320553572322773,0,0,0
633,634,20,2,4.382026634673881,9.132378830506472,0,1,3,3,0,0,0,11,2,0,0,1,5,7,53,2,0,0,9,9,2,0.0,3,3,1,4,4,4,1,480,2,468,108,1056,0,4,1,3,6.962243464266207,0,0,6.962243464266207,0,1,1,0,3,1,3,6,4,0,3,0,53.0,3,1,260,3,3,2,390,0,0,0,0,0,0,2,1,0,7,2007,3,2,11.845102777308561,0,0,0
634,635,90,2,4.1588830833596715,8.850660919017152,0,1,3,3,0,3,0,15,2,0,2,4,6,5,30,30,0,0,5,5,2,0.0,3,3,1,4,4,4,2,1056,6,0,0,1056,0,2,1,3,6.962243464266207,0,0,6.962243464266207,2,0,0,0,0,2,3,4,4,0,3,3,30.0,3,2,576,3,3,2,264,56,0,0,0,0,0,0,0,600,6,2010,3,2,11.877568578558138,0,0,0
635,636,190,1,4.0943445622221,9.296151028389293,0,2,3,0,0,3,0,17,1,0,1,3,6,7,93,12,1,0,8,8,2,0.0,2,3,1,4,0,4,3,256,6,0,1184,1440,0,0,1,0,7.272398392570047,1440,515,8.130059039992796,0,0,2,0,8,2,1,14,4,0,3,4,27.0,1,0,0,1,1,0,0,110,0,0,0,0,0,2,1,0,3,2007,3,0,12.206072645530174,0,0,1
636,637,30,3,3.9318256327243257,8.719317375506371,0,1,3,3,0,3,0,2,2,0,0,1,2,3,73,59,0,0,0,0,2,0.0,2,0,0,4,0,4,6,0,6,0,264,264,2,1,0,0,6.684611727667927,0,0,6.684611727667927,0,0,1,0,1,1,1,4,3,1,4,4,29.0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,2009,2,2,11.002099841204238,0,0,1
637,638,190,3,3.912023005428146,8.699514748210191,0,1,3,3,0,3,0,15,2,0,1,0,5,4,55,55,0,0,9,9,2,0.0,3,3,1,4,4,4,6,0,6,0,811,811,0,4,1,0,6.698268054115413,576,0,7.234898420314831,0,0,2,0,3,2,2,7,4,0,3,2,55.0,3,1,256,3,3,2,0,0,0,0,0,0,0,2,1,0,11,2009,3,2,11.440354772135393,0,0,0
638,639,30,2,4.204692619390966,9.079889942592118,0,1,3,3,0,3,0,6,1,0,0,1,5,7,98,58,0,0,4,9,2,0.0,3,3,1,1,4,4,6,0,6,0,796,796,0,2,1,0,6.679599185844383,0,0,6.679599185844383,0,0,1,0,2,1,3,4,4,0,3,4,28.0,1,0,0,1,1,1,328,0,164,0,0,0,0,3,1,0,5,2008,3,2,11.350406535472453,0,0,1
639,640,120,2,3.970291913552122,8.289539484624141,0,1,3,3,0,3,0,0,2,0,4,1,8,5,0,0,1,0,8,8,2,0.0,1,3,2,2,1,0,2,1154,6,0,366,1520,0,0,1,3,7.356918242356021,0,0,7.356918242356021,1,0,2,0,1,1,0,7,4,1,2,0,0.0,0,3,648,3,3,2,312,0,0,0,0,0,0,2,1,0,10,2006,1,3,12.485827127509431,0,0,0
640,641,120,2,4.127134385045092,9.447544606938727,0,1,0,3,0,3,0,14,2,0,4,1,8,5,5,4,1,0,4,4,1,472.0,0,3,2,0,4,1,2,1218,6,0,300,1518,0,0,1,3,7.325148957955575,0,0,7.325148957955575,0,0,1,1,1,1,0,6,4,1,2,0,5.0,2,2,588,3,3,2,185,140,0,0,0,0,0,2,1,0,4,2008,3,2,12.520883385370206,0,0,0
641,642,60,0,4.23410650459726,8.860782895806315,0,1,3,3,0,3,0,20,2,0,0,2,7,5,6,6,0,0,8,8,2,0.0,1,3,2,2,4,4,2,738,6,0,319,1057,0,0,1,3,6.963189985870238,872,0,7.564757012905729,1,0,2,1,3,1,2,7,4,1,5,0,6.0,0,2,650,3,3,2,0,235,0,0,0,0,0,2,1,0,5,2007,3,2,12.328290278254423,1,0,0
642,643,80,2,4.31748811353631,9.536762272743895,0,1,3,3,0,3,0,11,2,0,0,5,8,7,37,14,0,0,5,9,2,0.0,1,3,1,2,4,1,2,1410,6,0,542,1952,0,2,1,3,7.600902459542082,704,0,7.902487437162855,1,0,2,1,4,1,0,9,4,3,5,0,37.0,0,2,538,3,3,2,269,111,0,0,0,0,0,3,1,0,7,2009,3,2,12.751299696013497,0,0,0
643,644,60,2,4.382026634673881,9.286653054825347,0,1,3,3,0,3,0,12,4,0,0,2,5,5,38,38,2,0,10,3,1,263.0,3,3,1,4,4,4,5,493,1,287,0,780,0,0,1,3,6.659293919683638,840,0,7.3901814282264295,0,0,2,1,4,1,3,7,0,0,3,0,38.0,0,2,462,3,3,2,208,0,0,0,0,0,0,1,1,0,4,2007,3,2,11.931635799828413,0,0,0
644,645,20,0,4.442651256490317,9.125544720271467,0,1,3,3,0,3,0,20,2,0,0,1,9,5,0,0,0,0,2,2,4,162.0,0,3,2,0,4,3,2,1121,6,0,645,1766,0,0,1,3,7.476472381163905,0,0,7.476472381163905,1,0,2,1,2,1,0,7,4,1,2,0,0.0,0,3,478,3,3,2,195,130,0,0,0,0,0,2,1,0,10,2009,1,3,12.823628446539173,0,0,0
645,646,20,2,4.23410650459726,9.261983605128021,0,1,0,3,0,0,0,11,2,0,0,1,6,5,36,36,1,0,5,5,2,0.0,3,3,1,4,4,4,0,282,2,35,664,981,0,4,1,3,6.8885724595653635,0,0,6.8885724595653635,1,0,1,1,3,1,3,5,4,0,3,3,28.0,3,2,576,3,3,2,0,312,40,0,0,0,0,2,1,0,3,2007,3,2,11.872346634576987,1,0,0
646,647,20,2,4.0943445622221,8.881836305004146,0,1,3,3,0,3,0,11,2,0,0,1,5,5,58,58,1,0,4,4,2,0.0,3,3,1,3,2,2,4,0,3,0,0,0,0,2,1,3,6.954638864880987,0,0,6.954638864880987,0,0,1,0,3,1,3,7,0,0,3,3,58.0,3,2,420,3,3,2,0,27,0,0,0,0,0,2,1,0,7,2008,3,2,11.495779306135258,0,0,0
647,648,20,2,4.442651256490317,9.254548626640503,0,1,0,3,0,3,0,6,2,0,0,1,6,5,55,55,1,0,9,9,4,216.0,3,3,1,4,4,3,5,500,6,0,594,1094,0,0,1,3,6.9975959829819265,0,0,6.9975959829819265,0,0,1,0,3,1,3,5,4,2,2,0,55.0,2,2,495,3,3,2,0,0,0,0,287,0,0,2,1,0,6,2008,3,2,11.951180395901384,0,0,0
648,649,60,2,4.248495242049359,8.948975607841776,0,1,3,3,0,3,0,11,3,0,0,2,6,5,44,44,0,0,4,4,1,351.0,3,3,1,4,4,4,6,0,6,0,756,756,0,4,1,3,6.957497370876951,788,0,7.516977224604321,0,0,1,1,4,1,3,7,4,1,5,0,44.0,3,2,442,3,3,2,0,124,216,0,0,0,0,2,1,0,6,2010,3,2,11.951180395901384,0,0,0
649,650,180,3,3.044522437723423,7.568379267836522,0,1,3,3,0,3,0,9,2,0,3,4,4,6,37,37,0,0,2,2,2,0.0,3,3,1,2,4,0,1,131,4,499,0,630,0,2,1,3,6.4457198193855785,0,0,6.4457198193855785,1,0,1,0,1,1,3,3,4,0,3,4,27.0,1,0,0,1,1,2,0,0,0,0,0,0,0,3,1,0,12,2007,3,2,11.344506813345266,0,0,1
650,651,60,0,4.174387269895637,9.002701007197938,0,1,3,3,0,3,0,20,2,0,0,2,7,6,1,1,0,0,2,2,3,0.0,1,3,2,2,4,4,6,0,6,0,813,813,0,0,1,3,6.71174039505618,843,0,7.417580402414544,0,0,2,1,3,1,2,7,4,0,3,0,1.0,2,2,562,3,3,2,0,0,0,0,0,0,0,2,1,0,5,2008,3,2,12.235388699864227,0,1,0
651,652,70,2,4.0943445622221,9.114269903225448,0,1,3,3,0,3,0,6,0,0,0,2,4,5,69,59,0,0,4,4,2,0.0,3,3,1,4,4,3,6,0,6,0,755,755,0,4,1,3,6.626717749249025,755,0,7.31986492980897,1,0,1,0,4,1,3,7,4,1,2,3,69.0,3,1,296,0,2,1,120,0,0,0,0,0,0,3,1,0,10,2009,3,2,11.589886506106357,0,0,0
652,653,60,2,4.248495242049359,9.07680897935166,0,1,3,3,0,3,0,4,2,0,0,2,7,5,13,13,0,0,8,8,2,0.0,1,3,2,2,4,4,6,0,6,0,880,880,0,0,1,3,6.812345094177479,807,0,7.447751280047908,0,0,2,1,2,1,2,7,4,1,5,0,13.0,2,2,512,3,3,2,0,120,0,0,0,0,0,2,1,0,7,2009,3,2,12.160028707028767,0,0,0
653,654,50,3,4.0943445622221,9.241839039035554,0,0,3,3,0,3,0,8,2,0,0,0,6,7,102,13,0,0,4,4,2,0.0,3,3,1,4,4,4,6,0,6,0,756,756,0,0,1,3,6.628041376179533,713,0,7.292337176173877,0,0,1,0,3,1,3,7,4,0,3,3,102.0,3,1,216,3,3,2,57,0,239,0,0,0,0,3,1,0,6,2008,3,2,11.813030057420567,0,0,0
654,655,20,2,4.51085950651685,9.253112463820052,0,1,0,3,0,3,0,13,2,0,0,1,8,6,13,13,1,0,4,4,1,660.0,1,1,2,2,4,1,2,1696,6,0,413,2109,0,0,1,3,7.655864017616056,0,0,7.655864017616056,1,0,2,1,2,1,2,7,4,1,5,0,13.0,0,3,839,3,3,2,236,46,0,0,0,0,0,2,1,0,8,2008,3,2,12.765688433465597,0,0,0
655,656,160,3,3.044522437723423,7.426549072397305,0,1,3,3,0,3,0,1,2,0,3,2,6,5,39,39,0,0,3,6,1,381.0,3,3,1,4,4,4,6,0,6,0,525,525,0,4,1,3,6.263398262591624,567,0,6.9957661563048505,0,0,1,1,3,1,3,6,4,0,3,3,39.0,3,1,264,3,3,2,0,0,0,0,0,0,0,2,1,0,3,2010,3,1,11.385092093460344,0,0,0
656,657,20,2,4.276666119016055,9.211040127090456,0,1,0,3,0,3,0,11,2,0,0,1,5,7,49,2,0,0,3,3,1,54.0,1,3,1,4,4,4,0,806,6,0,247,1053,0,0,1,3,6.959398512133975,0,0,6.959398512133975,1,0,1,1,3,1,2,5,4,0,3,0,49.0,2,1,312,3,3,2,0,0,0,0,0,0,0,3,1,0,8,2008,3,2,11.887931365593685,0,0,0
657,658,70,2,4.0943445622221,8.881836305004146,0,1,3,1,0,3,1,5,2,0,0,2,7,6,77,8,0,0,7,10,2,0.0,3,0,0,2,4,4,6,0,6,0,776,776,0,4,1,3,6.7464121285733745,651,0,7.31455283232408,0,0,1,1,3,1,3,6,4,1,2,0,77.0,2,1,270,3,3,1,0,0,112,0,0,0,0,3,1,0,2,2008,3,2,11.911701584927597,0,0,0
658,659,50,2,4.356708826689592,9.770127573790836,0,1,3,3,0,3,0,11,0,0,0,0,6,5,62,60,0,0,8,8,2,0.0,3,3,1,4,4,4,6,0,6,0,912,912,0,4,1,3,6.815639990074331,546,0,7.284820912568604,0,1,1,0,3,1,3,6,4,1,2,0,62.0,3,1,330,3,3,2,192,0,0,0,0,0,0,2,1,0,1,2010,3,0,11.487607656985938,0,0,0
659,660,20,2,4.31748811353631,9.204020443231363,0,1,3,3,0,0,0,6,2,0,0,1,5,7,45,10,1,0,4,4,2,0.0,3,1,2,4,4,4,1,637,6,0,849,1486,0,0,1,3,7.303843225277705,0,0,7.303843225277705,1,0,1,0,3,1,3,7,4,0,3,3,41.0,0,2,480,3,3,2,0,0,0,0,0,0,0,3,1,0,3,2009,3,2,12.025749091398891,0,0,0
660,661,60,2,4.23410650459726,9.424160595829509,0,1,3,3,0,1,0,12,2,0,0,2,7,7,31,31,0,0,5,5,1,233.0,3,3,1,2,4,4,6,0,6,0,793,793,0,4,1,3,7.040536390215956,793,0,7.5678626054638825,0,0,2,1,3,1,3,7,4,1,5,0,31.0,2,2,550,3,3,2,0,113,252,0,0,0,0,2,1,0,11,2007,3,2,12.195517131590657,1,0,0
661,662,60,2,3.9512437185814275,10.74911974074705,0,1,1,3,0,1,0,13,2,0,0,2,8,7,15,4,1,0,8,8,1,528.0,1,3,2,2,1,4,2,1361,5,180,88,1629,0,0,1,3,7.430114138561801,762,0,7.803026643632217,1,0,2,1,4,1,2,8,4,1,5,0,15.0,2,3,711,3,3,2,517,76,0,0,0,0,0,2,1,0,7,2009,3,2,12.904207367601158,0,0,0
662,663,20,2,4.787491742782046,9.514879561494386,0,1,3,3,0,0,0,11,2,0,0,1,6,3,41,41,1,0,9,9,1,216.0,3,3,1,1,0,4,6,0,6,0,1392,1392,0,2,1,3,7.238496840894365,0,0,7.238496840894365,1,0,1,0,2,1,3,5,3,2,5,0,41.0,2,2,576,3,3,2,0,0,240,0,0,0,0,2,1,0,7,2009,3,2,11.608235644774552,0,0,0
663,664,85,2,4.499809670330265,9.211539652551664,0,1,3,3,0,3,0,6,2,0,0,4,4,5,36,36,0,0,5,5,2,0.0,3,3,1,2,4,0,1,920,5,180,38,1138,0,4,1,3,7.074116816197362,0,0,7.074116816197362,1,0,2,0,3,1,3,6,4,0,3,3,34.0,2,2,588,3,3,2,0,0,180,0,0,0,0,3,1,0,4,2008,3,2,11.831379196088763,0,0,0
664,665,20,2,3.8918202981106265,9.947313032076158,0,1,1,3,0,1,0,20,4,0,0,1,8,5,1,0,0,0,8,8,2,0.0,1,3,2,0,4,3,2,1721,6,0,356,2077,0,0,1,3,7.64826303090192,0,0,7.64826303090192,1,0,1,1,1,1,0,8,4,1,0,0,1.0,0,3,1134,3,3,2,192,267,0,0,0,0,0,2,1,0,1,2006,1,3,12.955127458028414,0,0,0
665,666,60,2,4.663439094112067,9.323133199451306,0,1,0,3,0,0,0,7,2,0,0,2,8,5,6,6,0,0,8,8,1,40.0,1,3,2,2,4,4,6,0,6,0,1406,1406,0,0,1,3,7.282073658093465,482,0,7.568379267836522,0,0,2,1,3,1,2,7,4,1,5,0,6.0,2,2,504,3,3,2,188,124,0,0,0,0,0,2,1,0,11,2006,3,2,12.348006141418841,0,0,0
666,667,60,2,4.23410650459726,9.822819649468673,0,1,0,3,0,3,0,11,2,0,0,2,6,5,42,28,2,1,5,5,0,113.0,3,1,1,2,4,4,3,187,5,723,111,1021,0,4,1,3,7.289610521451167,915,0,7.77485576666552,0,0,2,1,3,1,3,7,3,1,4,5,42.0,3,2,596,3,3,2,0,265,0,0,0,0,0,2,1,0,8,2007,3,0,11.76756768334381,1,0,0
667,668,20,2,4.174387269895637,9.002701007197938,0,1,3,3,0,3,0,19,2,0,0,1,6,5,14,10,0,0,3,3,1,258.0,3,3,2,2,4,4,2,1138,6,0,270,1408,0,0,1,3,7.425953657077541,0,0,7.425953657077541,1,0,2,0,3,1,2,7,4,1,1,0,14.0,2,2,575,3,3,2,224,42,0,0,0,0,0,2,1,0,10,2008,3,2,12.173032791451973,0,0,0
668,669,20,2,4.23410650459726,9.559235128595953,0,1,3,0,0,0,1,18,2,0,0,1,5,6,50,19,0,0,2,9,2,0.0,3,3,1,4,4,4,5,988,6,0,200,1188,0,2,1,3,7.270312886079025,0,0,7.270312886079025,1,0,1,1,3,1,3,6,1,1,5,3,7.0,3,2,576,3,3,2,304,0,0,0,0,0,0,2,1,0,11,2006,3,2,12.031719258385396,1,0,0
669,670,30,2,4.382026634673881,9.358760377094455,0,1,3,3,0,3,0,5,2,0,0,1,4,5,84,56,0,0,4,4,2,0.0,3,3,0,1,4,4,6,0,6,0,700,700,0,0,1,3,7.07326971745971,0,0,7.07326971745971,0,0,1,0,2,1,1,5,4,1,2,3,84.0,3,1,252,3,0,2,0,0,67,0,0,0,0,2,1,0,7,2006,3,2,11.831379196088763,0,0,0
670,671,60,2,4.1588830833596715,9.063347348235522,0,1,3,3,0,2,0,4,2,0,0,2,6,5,4,4,0,0,8,8,2,0.0,1,3,2,2,4,4,2,193,6,0,545,738,0,0,1,3,6.6039438246004725,738,0,7.297091005160418,1,0,2,1,3,1,2,7,4,0,3,0,4.0,0,2,540,3,3,2,100,35,0,0,0,0,0,2,1,0,2,2009,3,2,12.063932878369052,0,0,0
671,672,70,1,3.9889840465642745,8.79920924224139,0,1,3,3,0,3,0,6,0,0,0,2,6,6,84,59,2,0,9,9,2,0.0,3,1,0,4,4,4,1,551,6,0,121,672,0,4,0,3,6.546785410760524,672,0,7.221835825288449,1,0,2,0,3,1,3,6,4,0,3,3,79.0,3,1,300,3,3,2,147,0,0,0,0,0,0,2,1,0,7,2009,3,2,11.54829260880752,0,0,0
672,673,20,2,4.23410650459726,9.328123407632566,0,1,0,3,0,3,0,16,2,0,0,1,6,6,29,29,0,0,5,5,2,0.0,1,3,1,2,4,4,0,767,6,0,441,1208,0,4,1,3,7.0967213784947605,0,0,7.0967213784947605,1,0,1,1,3,1,3,6,4,1,5,0,29.0,2,2,546,3,3,2,198,42,0,0,0,0,0,2,1,0,6,2006,3,2,12.013700752882718,1,0,0
673,674,20,2,4.700480365792417,9.577895907011127,0,1,3,3,0,3,0,5,2,0,0,1,6,7,50,3,1,0,2,2,1,106.0,3,3,2,4,4,4,2,1186,6,0,291,1477,0,0,1,3,7.516977224604321,0,0,7.516977224604321,1,0,2,0,3,1,2,7,4,2,5,0,50.0,0,2,416,3,3,2,0,87,0,0,200,0,0,2,1,0,6,2007,3,2,12.458774999085929,0,0,0
674,675,20,2,4.382026634673881,9.126958763037132,0,1,3,3,0,3,0,11,2,0,0,1,6,6,43,43,0,0,3,3,2,0.0,3,3,1,4,4,4,5,892,6,0,244,1136,0,4,1,3,7.035268599281097,0,0,7.035268599281097,1,0,1,0,3,1,3,5,4,1,2,0,43.0,2,1,384,3,3,2,426,0,0,0,0,0,0,2,1,0,7,2008,3,2,11.84939770159144,0,0,0
675,676,160,2,3.1780538303479458,7.735870319952567,0,1,3,3,0,3,0,16,2,0,3,2,6,6,31,31,0,0,5,6,2,0.0,3,3,1,4,4,4,0,311,6,0,544,855,0,4,1,3,6.75110146893676,586,0,7.273092595999522,0,0,2,1,3,1,3,7,4,1,5,0,31.0,3,2,440,3,3,2,28,0,0,0,0,0,0,2,1,0,4,2009,3,2,11.908340237224891,0,0,0
676,677,70,3,4.0943445622221,9.169518377455928,0,0,3,3,0,3,0,15,2,0,0,2,4,2,106,56,0,0,0,7,2,0.0,3,3,0,4,0,4,6,0,6,0,1095,1095,1,1,0,3,6.9985096422506015,679,0,7.480992162869525,1,0,2,0,4,2,3,8,1,0,3,5,86.0,3,3,779,0,0,0,0,0,90,0,0,0,0,2,1,0,5,2006,3,2,11.37366339763672,0,0,0
677,678,30,2,3.9512437185814275,9.107421317968342,0,1,3,3,0,3,0,15,2,0,0,1,5,8,85,3,0,0,8,8,2,0.0,1,3,0,4,4,4,6,0,6,0,768,768,0,0,1,3,6.674561391814426,0,0,6.674561391814426,0,0,1,0,2,1,2,5,4,0,3,3,85.0,3,1,240,0,0,0,316,0,120,0,0,0,0,2,1,0,5,2009,3,2,11.603679828238693,0,0,0
678,679,20,2,4.382026634673881,9.379576689221482,0,1,0,3,0,3,0,21,2,0,0,1,8,5,1,1,1,0,8,8,4,464.0,1,3,2,0,4,3,6,0,6,0,2046,2046,0,0,1,3,7.6236419465115715,0,0,7.6236419465115715,0,0,2,1,3,1,2,7,4,1,2,0,1.0,0,3,834,3,3,2,322,82,0,0,0,0,0,2,1,0,7,2009,1,3,12.827992316801751,0,0,0
679,680,20,2,4.23410650459726,9.204825191288073,0,1,0,3,0,3,0,18,2,0,0,1,5,5,46,46,1,0,9,9,1,57.0,3,3,1,4,4,4,5,827,6,0,161,988,0,4,1,3,6.895682697747868,0,0,6.895682697747868,1,0,1,0,3,1,3,5,4,0,3,3,44.0,3,2,572,3,3,2,0,0,0,0,0,0,0,2,1,0,10,2007,3,2,11.763684183317412,1,0,0
680,681,120,2,3.912023005428146,8.988695696785708,0,1,3,3,0,3,0,19,2,0,4,1,6,5,30,30,0,0,5,5,2,0.0,3,3,1,2,4,4,1,543,1,119,261,923,0,4,1,3,6.827629234502852,0,0,6.827629234502852,0,0,2,0,2,1,3,5,4,1,5,0,30.0,2,1,264,3,3,2,80,0,0,0,0,0,0,2,1,0,5,2010,3,2,11.870599909242044,0,0,0
681,682,50,1,4.007333185232471,8.411832675758411,0,2,1,0,0,3,0,17,2,0,0,0,5,5,77,9,0,0,8,7,2,0.0,3,3,0,4,4,4,5,182,6,0,611,793,0,0,1,3,6.742880635791903,672,0,7.326465613840322,0,0,1,0,3,1,3,6,4,0,3,3,41.0,3,1,281,3,3,2,0,0,56,0,0,0,0,2,1,0,7,2009,3,0,11.979385322467598,0,0,0
682,683,120,2,4.23410650459726,7.967973179662935,0,1,3,1,0,3,0,3,2,0,0,1,6,5,12,11,0,0,9,9,2,0.0,3,3,2,2,4,3,2,1003,6,0,288,1291,0,0,1,3,7.1631723908466425,0,0,7.1631723908466425,1,0,1,0,2,1,2,6,4,1,2,0,12.0,3,2,431,3,3,2,307,0,0,0,0,0,0,2,1,0,11,2008,3,2,12.061046873479915,1,0,0
683,684,20,2,4.499809670330265,9.327945614050446,0,1,0,3,0,0,0,4,2,0,0,1,9,5,5,5,1,0,8,8,4,215.0,1,3,2,2,4,0,2,1059,6,0,567,1626,0,0,1,3,7.419380582918692,0,0,7.419380582918692,1,0,2,0,3,1,2,7,4,1,5,0,5.0,0,3,702,3,3,2,257,45,0,0,0,0,0,2,1,0,7,2007,3,2,12.560244459250788,0,0,0
684,685,60,2,4.060443010546419,9.727346854817254,0,1,1,3,0,1,0,13,2,0,0,2,7,5,12,12,0,0,8,8,1,30.0,1,3,2,2,4,4,6,0,6,0,1195,1195,0,2,1,3,7.085901464365611,644,0,7.516977224604321,0,0,2,1,4,1,3,7,4,0,3,0,12.0,0,2,486,3,3,2,0,81,0,0,0,0,0,2,1,0,6,2010,3,2,12.30591798049989,0,0,0
685,686,160,2,4.23410650459726,8.529516941105069,0,1,0,3,0,1,0,21,2,0,4,2,7,5,23,23,0,0,3,3,2,0.0,1,3,1,2,4,3,2,828,2,182,180,1190,0,2,1,3,7.081708586105575,900,0,7.644919344958857,1,0,2,0,3,1,2,6,0,1,5,0,23.0,0,2,577,3,3,2,219,0,0,0,0,0,0,2,1,0,9,2007,3,2,12.24288661865289,1,0,0
686,687,60,0,4.430816798843313,9.230829038403499,0,1,3,3,0,3,0,20,2,0,0,2,7,6,0,0,0,0,8,8,2,0.0,1,3,2,2,4,4,6,0,6,0,874,874,0,0,1,3,6.773080375655535,887,0,7.473637108496206,0,0,3,0,3,1,2,7,4,0,3,0,0.0,0,2,578,3,3,2,144,105,0,0,0,0,0,2,1,0,8,2007,1,3,12.336552511980964,0,0,0
687,688,160,0,4.23410650459726,8.537975730598767,0,1,1,3,0,2,0,20,2,0,4,2,7,5,3,3,0,0,4,4,2,0.0,1,3,2,2,4,4,2,239,6,0,312,551,0,0,1,3,6.311734809152915,551,0,7.004881989712859,0,0,2,1,2,1,2,4,4,0,3,3,3.0,3,2,480,3,3,2,0,60,0,0,0,0,0,2,1,0,3,2007,3,2,11.910358401381128,1,0,0
688,689,20,2,4.0943445622221,8.998260393017953,0,1,3,1,0,3,0,21,2,0,0,1,8,6,0,0,0,0,4,4,1,0.0,1,3,2,2,4,0,2,945,6,0,474,1419,0,0,1,3,7.257707677160043,0,0,7.257707677160043,1,0,2,0,2,1,2,7,4,1,2,0,0.0,2,2,567,3,3,2,140,0,0,0,0,0,0,2,1,0,10,2007,1,3,12.8790171187726,0,0,0
689,690,120,2,4.110873864173311,8.932872621931374,0,1,0,3,0,0,0,14,2,0,4,1,6,5,2,1,0,0,8,8,4,256.0,1,3,2,2,4,0,0,20,6,0,1342,1362,0,0,1,3,7.216709486709457,0,0,7.216709486709457,0,0,2,0,2,1,2,6,4,1,2,0,2.0,2,2,460,3,3,2,192,28,0,0,0,0,0,2,1,0,6,2007,3,2,12.17921519136029,0,0,0
690,691,120,3,4.23410650459726,8.395251520610994,0,1,3,3,0,3,0,4,2,0,4,1,6,5,4,4,0,0,8,8,1,147.0,1,3,2,2,4,1,2,697,6,0,151,848,0,0,1,3,6.742880635791903,0,0,6.742880635791903,1,0,1,0,1,1,2,3,4,1,5,0,4.0,2,2,420,3,3,2,149,0,0,0,0,0,0,2,1,0,5,2008,3,2,11.856515169360305,1,0,0
691,692,60,2,4.6443908991413725,9.977434797488211,0,1,0,3,0,0,0,13,2,0,0,2,10,6,13,12,0,1,3,3,1,1170.0,0,3,2,0,4,1,2,1455,6,0,989,2444,0,0,1,3,7.8013913202914855,1872,0,8.370084326378025,0,1,3,1,4,1,0,10,4,2,0,0,13.0,0,3,832,3,3,2,382,50,0,0,0,0,0,2,1,0,1,2007,3,2,13.534473028231162,0,0,0
692,693,60,2,3.7376696182833684,10.172674642351664,0,1,0,3,0,3,1,22,2,0,0,2,7,5,17,16,1,0,4,4,1,293.0,1,3,2,2,4,1,2,965,6,0,245,1210,0,0,1,3,7.121252453244542,1281,0,7.831617276352611,1,0,2,1,4,1,2,9,4,2,2,0,17.0,2,2,628,3,3,2,320,27,0,0,0,0,0,2,1,0,4,2006,3,2,12.721885810807203,0,0,0
693,694,30,2,4.0943445622221,8.594154232552366,0,1,3,3,0,0,2,15,2,0,0,1,5,6,85,38,0,0,4,4,2,0.0,3,3,0,4,4,4,6,0,6,0,1073,1073,0,0,1,3,6.9782137426306985,0,0,6.9782137426306985,0,0,1,0,2,1,3,4,4,0,3,3,38.0,3,1,326,3,3,2,0,0,112,0,0,0,0,2,1,0,12,2006,3,0,11.594321103174222,0,0,0
694,695,50,3,3.9318256327243257,8.719317375506371,0,1,3,3,0,0,0,2,2,0,0,0,5,6,73,59,0,0,9,9,2,0.0,3,0,0,4,4,4,6,0,6,0,927,927,0,4,1,3,6.9726062513017535,472,0,7.338888133838879,0,0,1,1,3,1,3,5,4,0,3,3,14.0,3,2,576,3,3,2,112,0,0,0,0,0,0,3,1,0,4,2009,3,2,11.86005499606543,0,0,0
695,696,20,2,3.9889840465642745,9.533220655077928,0,1,0,3,0,3,0,22,2,0,0,1,6,6,19,19,0,0,3,3,1,72.0,3,3,1,2,1,4,2,980,2,40,92,1112,0,2,1,3,7.036148493750536,0,0,7.036148493750536,1,0,2,0,2,1,2,5,4,1,5,0,19.0,3,2,551,3,3,2,125,0,0,0,0,0,0,2,1,0,7,2006,3,2,12.078239274020289,0,0,0
